N.Registro;Tipo;Categoría;Nombre;Dirección;C.Postal;Provincia;Municipio;Localidad;Nucleo;Teléfono 1;Teléfono 2;Teléfono 3;Email;web;Q Calidad;Central Reservas;Posada Real;Plazas;GPS.Longitud;GPS.Latitud;accesible a personas con discapacidad
09/000563;Casa Rural;3ª - 3 Estrellas;TORRES;Calle La Iglesia. 1;9559;Burgos;Merindad de Valdivielso;VALDENOCEDA;VALDENOCEDA;657719160;944851322;;casaruraltorres@gmail.com;ljmarkina.wix.com/casaruraltorres;;;;9;-3.6041669;42.8499;
40/000543;Casa Rural;3ª - 3 Estrellas;LAS CIGÜEÑAS DE SAN CRISTOBAL;Calle REAL 47;40197;Segovia;San Cristóbal de Segovia;SAN CRISTOBAL DE SEGOVIA;SAN CRISTOBAL DE SEGOVIA;921406926;635573282;658765995;lasciguenasdesancristobal@gmail.com;www.lasciguenasdesancristobal.com;;;;4;-4.076944;40.952222;
05/001098;Casa Rural;4ª - 4 Estrellas;EL ENCINAR;Bajada DE LA ERMITA 1;5146;Ávila;Parral (El);PARRAL (EL);PARRAL (EL);652976281;;;;www.casaruralelencinar.com;;;;8;-4.993197;40.798419;Si
40/000544;Hotel Rural;4ª - 4 Estrellas;LA CASA DEL CUBON;Calle ANGOSTA 34;40340;Segovia;Aguilafuente;AGUILAFUENTE;AGUILAFUENTE;665232248;921572120;;lacasadelcubon@gmail.com;www.lacasadelcubon.com;;;;15;-4.1103822;41.2279478;Si
49/000305;Casa Rural;4ª - 4 Estrellas;MARIALBA LA ALTA;Carretera 122 km.441;49800;Zamora;Toro;TORO;TORO;677661430;661423218;;mercedes.gm@terra.com;;;;;14;-5.527615;41.500748;Si
09/000565;Casa Rural;3ª - 3 Estrellas;LA CASITA DEL RIO;Calle Santa Dorotea 22;9556;Burgos;Villarcayo de Merindad de Castilla la Vieja;CIGUENZA;CIGUENZA;620515294;;;allarena@gmail.com;;;;;4;-3.5997228;42.941306;
49/000306;Casa Rural;4ª - 4 Estrellas;RINCÓN DE SAN CAYETANO;Calle CERCAS DE SANTIAGO 27;49630;Zamora;Villalpando;VILLALPANDO;VILLALPANDO;669561225;;;info@rincondesancayetano.com;www.rincondesancayetano.com;;;;12;-5.41655;41.86292;
09/000566;Casa Rural;4ª - 4 Estrellas;MERINDADES;Calle La Escuela 3;9569;Burgos;Merindad de Montija;LOMA DE MONTIJA;LOMA DE MONTIJA;944863873;635780334;;casarurallasmerindades@gmail.com;;;;;6;-3.498907;43.058348;Si
49/000309;Hotel Rural;2ª - 2 Estrellas;MAR ROJO;Calle Juan Seisdedos 52;49394;Zamora;Requejo;REQUEJO;REQUEJO;980622446;;;mesonmarrojo-2009@hotmail.es;;;;;9;-6.7427778;42.0308333;Si
37/000678;Casa Rural;3ª - 3 Estrellas;EL SUECO;Calle ACEBEA 2;37763;Salamanca;San Miguel de Valero;SAN MIGUEL DE VALERO;SAN MIGUEL DE VALERO;625233141;;;casalascruces@hotmail.com;WWW.CASALASCRUCES.ES;;;;3;-5.9193056;40.5402222;Si
40/000548;Hotel Rural;4ª - 4 Estrellas;PUENTE DEL DURATON;Carretera DE URUEÑAS 1;40300;Segovia;Sepúlveda;SEPULVEDA;SEPULVEDA;921540011;649291407;;info@lascasasdelduraton.com;www.hotelruralpuentedelduraton.com;;;;42;-3.7435344;41.3023517;
09/000569;Casa Rural;3ª - 3 Estrellas;LA ESTACION DE RABANERA 1;Calle LA ESTACION 14;9660;Burgos;Rabanera del Pinar;RABANERA DEL PINAR;RABANERA DEL PINAR;630971514;;;dani@laestacionderabanera.net;www.laestacionderabanera.net;;;;10;-3.197222;41.888055;Si
05/001105;Hotel Rural;3ª - 3 Estrellas;DUQUE DE GREDOS;Calle ESCUELAS 10;5621;Ávila;Solana de Ávila;SOLANA DE AVILA;SOLANA DE AVILA;626319796;;;;www.hotelduquedegredos.com;;;;17;-5.6123;40.3154;Si
49/000311;Hotel Rural;3ª - 3 Estrellas;VENIATA;Calle LA IGLESIA s/n;49560;Zamora;Mahide;SAN PEDRO DE LAS HERRERIAS;SAN PEDRO DE LAS HERRERIAS;980683378;625905770;;info@veniata.com;www.veniata.com;;;;26;-6.38;41.9022222;Si
40/000552;Hotel Rural;4ª - 4 Estrellas;HOCES DEL DURATON;Calle LA MATILLA 1;40320;Segovia;Sebúlcor;SEBULCOR;SEBULCOR;921521424;;;info@posadadelduraton.com;www.posadadelduraton.com;;;;38;-3.8852611;41.2712136;Si
42/000430;Hotel Rural;4ª - 4 Estrellas;EL LAGAR DE LA NAVAZUELA;Calle MAYOR S/N;42310;Soria;Burgo de Osma-Ciudad de Osma;RASA (LA);RASA (LA);975360600;610403008;;lanavazuela@lanavazuela.com;www.lanavazuela.com;;;Si;10;-3.1022222;41.5375;Si
49/000314;Hotel Rural;4ª - 4 Estrellas;LA YENSULA;Calle Río Truchas 17;49350;Zamora;Galende;PUENTE (EL);PUENTE (EL);980620287;;;reservas@layensula.es;www.layensula.es;;;Si;29;-6.643555;42.080364;Si
05/001109;Hotel Rural;3ª - 3 Estrellas;VECTOR ACADEMY;Camino VENERO CLARO S/N;5100;Ávila;Navaluenga;NAVALUENGA;*DISEMINADO*;659079734;;;jsanchez@vectoritcgroup.com;www.toprural.com/vector-academy;;;;50;-4.659722;40.405277;
09/000571;Casa Rural;4ª - 4 Estrellas;CALÉNDULA;Calle Mayor. 4;9572;Burgos;Valle de Manzanedo;POBLACION DE ARREBA;POBLACION DE ARREBA;947573576;647807314;;casacalendula@hotmail.com;www.casaruralcalendula.es;;;;14;-3.773034;42.889128;
34/000308;Casa Rural;3ª - 3 Estrellas;MONTE ALLENDE;Calle REAL 56;34846;Palencia;Polentinos;POLENTINOS;POLENTINOS;686192974;;;geaforestal@gmail.com;www.casaruralpolentinos.blogspot.com;;;;7;-4.530556;42.938888;
49/000315;Posada;4ª - 4 Estrellas;LA POSADA DEL BUEN CAMINO;Calle Cruz 2;49708;Zamora;Villanueva de Campeán;VILLANUEVA DE CAMPEAN;VILLANUEVA DE CAMPEAN;620235322;;;info@laposadadelbuencamino.com;www.laposadadelbuencamino.com;;;Si;12;-5.769777;41.355029;
40/000556;Hotel Rural;4ª - 4 Estrellas;VADO DEL DURATON;Calle SAN JUSTO Y PASTOR 10;40300;Segovia;Sepúlveda;SEPULVEDA;SEPULVEDA;921540813;;;reservas@vadodelduraton.com;www.vadodelduraton.com;;;;41;-3.749919;41.298598;Si
42/000434;Hotel Rural;3ª - 3 Estrellas;EL ALQUERQUE;Plaza SAN ESTEBAN 25;42330;Soria;San Esteban de Gormaz;SAN ESTEBAN DE GORMAZ;SAN ESTEBAN DE GORMAZ;975351377;;;;;;;;13;-3.204291;41.574195;Si
49/000316;Casa Rural;3ª - 3 Estrellas;ALVADÁ I;Calle San Pedro 20;49137;Zamora;Villarrín de Campos;VILLARRIN DE CAMPOS;VILLARRIN DE CAMPOS;649456229;649456229;;;;;;;6;-5.6360111;41.7947056;Si
49/000317;Casa Rural;3ª - 3 Estrellas;ALVADÁ II;Calle Santa Teresa 3;49137;Zamora;Villarrín de Campos;VILLARRIN DE CAMPOS;VILLARRIN DE CAMPOS;649456229;649456229;;;;;;;4;-5.6360111;41.7947056;
42/000435;Casa Rural;4ª - 4 Estrellas;ARALIA;Calle REAL 3;42257;Soria;Arcos de Jalón;VELILLA DE MEDINACELI;VELILLA DE MEDINACELI;975322589;639201564;;n.rodriguez@grupodevelop.com;www.grupodevelop.com/aralia;;;;16;-2.339614;41.165931;
49/000320;Casa Rural;3ª - 3 Estrellas;EL SAUCE;Carretera Puebla 1;49357;Zamora;Robleda-Cervantes;VALDESPINO;VALDESPINO;980621828;608201215;;contacto@dosinfantas.com;www.dosinfantas.com;;;;2;-6.624068;42.096578;Si
49/000321;Casa Rural;3ª - 3 Estrellas;EL NOGAL;Calle La Iglesia 81;49357;Zamora;Robleda-Cervantes;VALDESPINO;VALDESPINO;980621828;608201215;;contacto@dosinfantas.com;www.dosinfantas.com;;;;4;-6.619814;42.099002;Si
49/000322;Casa Rural;3ª - 3 Estrellas;LOS CASTAÑOS 1;Carretera Puebla 3   A;49357;Zamora;Robleda-Cervantes;VALDESPINO;VALDESPINO;980621828;608201215;;contacto@dosinfantas.com;www.dosinfantas.com;;;;4;-6.624218;42.096515;Si
49/000323;Casa Rural;3ª - 3 Estrellas;LOS CASTAÑOS 2;Carretera Puebla 3   B;49357;Zamora;Robleda-Cervantes;VALDESPINO;VALDESPINO;980621828;608201215;;contacto@dosinfantas.com;www.dosinfantas.com;;;;4;-6.624519;42.096359;Si
49/000324;Casa Rural;3ª - 3 Estrellas;LOS CASTAÑOS 3;Carretera Puebla 3   C;49357;Zamora;Robleda-Cervantes;VALDESPINO;VALDESPINO;980621828;608201215;;contacto@dosinfantas.com;www.dosinfantas.com;;;;4;-6.62439;42.096467;Si
40/000559;Hotel Rural;4ª - 4 Estrellas;LA DATA;Calle LAMPARA 29;40162;Segovia;Gallegos;GALLEGOS;GALLEGOS;921509087;699906684;;ladata@ladata.es;www.ladata.es;;;;30;-3.7869111;41.07605;Si
40/000561;Hotel Rural;5ª - 5 Estrellas;FINCA FUENTE TECHADA;Paraje DE FUENTE TECHADA 2;40170;Segovia;Sotosalbos;SOTOSALBOS;SOTOSALBOS;921062040;619651865;686965434;hotel@hotelfincafuentetechada.com;www.fincafuentetechada.com;;;Si;12;-3.9508333;41.04;Si
37/000683;Hotel Rural;3ª - 3 Estrellas;LA JARA-ARRIBES;Calle ERAS 1;37250;Salamanca;Aldeadávila de la Ribera;ALDEADAVILA DE LA RIBERA;ALDEADAVILA DE LA RIBERA;923505035;;;info@arribestour.com;www.arribes.tour;;;;49;-6.614128;41.217378;
49/000325;Casa Rural;4ª - 4 Estrellas;EL VERGEL DE ALISTE;Calle La Era s/n;49522;Zamora;Mahide;POBLADURA DE ALISTE;POBLADURA DE ALISTE;980636714;;;info@elvergeldealiste.es;www.elvergeldealiste.es;;;;7;-6.3375;41.8488889;Si
09/000573;Casa Rural;3ª - 3 Estrellas;ROBLEGORDO;Calle Travesía de la Iglesia s/n;9660;Burgos;Rabanera del Pinar;RABANERA DEL PINAR;RABANERA DEL PINAR;619132114;;;losroblones1@hotmail.com;;;;;16;-3.19356;41.89174;Si
09/000574;Casa Rural;3ª - 3 Estrellas;EL ESCARAMUJO ROSEHIP;Calle San Juan. 1;9192;Burgos;Cardeñuela Riopico;VILLALVAL;VILLALVAL;616502566;;;elescaramujo.rosehip@gmail.com;;;;;8;-3.55778;42.359975;Si
47/000240;Casa Rural;3ª - 3 Estrellas;PUENTES MEDIANA;Finca FINCA PUENTES MEDIANA -  CTRA. NACIONAL 601 KM. 155;47238;Valladolid;Hornillos de Eresma;HORNILLOS DE ERESMA;*DISEMINADO*;686934875;;;puentesmediana@gmail.com;www.puentesmediana.es;;;;15;-4.689633;41.351963;Si
40/000563;Hotel Rural;2ª - 2 Estrellas;PANTANO DE BURGOMILLODO;Calle BURGOMILLODO 2;40331;Segovia;Carrascal del Río;BURGOMILLODO;BURGOMILLODO;921529420;627286650;;casarural@burgomillodo.com;www.burgomillodo.com;;;;15;-3.9012233;41.3693833;Si
34/000310;Casa Rural;3ª - 3 Estrellas;CASA DEL RECAUDADOR;Calle MAYOR 11;34114;Palencia;Quintanilla de Onsoña;QUINTANILLA DE ONSOÑA;QUINTANILLA DE ONSOÑA;979891208;;;casadelrecaudador@gmail.com;www.casadelrecaudador.com;;;;6;-4.6636111;42.46958;
40/000564;Casa Rural;4ª - 4 Estrellas;ALQUERIA DE SEGOVIA- I;Calle RONDADERO 10;40191;Segovia;Espirdo;TIZNEROS;TIZNEROS;921401480;;;info@alqueriadesegovia.com;www.alqueriadesegovia.com;;;;16;-4.0732417;40.9971067;
40/000565;Casa Rural;4ª - 4 Estrellas;ALQUERIA DE SEGOVIA - II;Calle RONDADERO 10;40191;Segovia;Espirdo;TIZNEROS;TIZNEROS;921401480;619843998;;info@alqueriadesegovia.com;www.alqueriadesegovia.com;;;;5;-4.0732417;40.9971067;
40/000566;Hotel Rural;3ª - 3 Estrellas;LA ESPADAÑA;Calle REAL 10;40312;Segovia;Duruelo;DURUELO;DURUELO;921545000;;;info@tuespacionatural.com;www.tuespacionatural.com;;;;20;-3.6488756;41.2368417;
40/000567;Casa Rural;2ª - 2 Estrellas;LA FLORENTINA;Calle NIEVA 2;40136;Segovia;Santa María la Real de Nieva;OCHANDO;OCHANDO;921595445;649943788;;pgpalma64@gmail.com;;;;;8;-4.4572222;41.0575;Si
49/000326;Hotel Rural;4ª - 4 Estrellas;EL TEJAR DE MIRO;Calle La Iglesia s/n;49152;Zamora;Fonfría;CEADEA;CEADEA;679979392;649628459;;info@eltejardemiro.com;www.eltejardemiro.com;;;;12;-6.2539;41.682239;Si
40/000569;Hotel Rural;3ª - 3 Estrellas;EL JARDIN DE LA HILARIA;Carretera C.L. 601. KM. 124;40109;Segovia;Real Sitio de San Ildefonso;PRADERA DE NAVALHORNO (LA);PRADERA DE NAVALHORNO (LA);921478042;;;informacion@eljardindelahilaria.com;www.eljardindelahilaria.com;;;;29;-4.0124047;40.8926739;Si
42/000438;Casa Rural;4ª - 4 Estrellas;SIERRA DE TABANERA;Calle REAL 4;42169;Soria;Almarza;SAN ANDRES DE SORIA;SAN ANDRES DE SORIA;975230012;;;angelesmayor@yahoo.es;www.sierradetabanera.com;;;;12;-2.47864;41.946228;Si
40/000573;Hotel Rural;3ª - 3 Estrellas;LAS FAROLAS;Avenida ALTO DEL LEON 45;40410;Segovia;Espinar (El);SAN RAFAEL;SAN RAFAEL;921170504;652791463;;ctrlasfarolas@hotmail.com;;;;;18;-4.1849714;40.7126633;Si
49/000327;Posada;4ª - 4 Estrellas;LA ALQUERÍA DE MÁMOLES;Barrio ARRIBA 24;49213;Zamora;Fariza;MAMOLES;MAMOLES;980618454;696468385;;agroturismo@alqueriamamoles.com;www.alqueriamamoles.com;;;;11;-6.3066667;41.4030556;Si
09/000575;Casa Rural;4ª - 4 Estrellas;CASONA DE VADOCONDES;Calle El Río. 47;9491;Burgos;Vadocondes;VADOCONDES;VADOCONDES;947528126;;;info@casonavadocondes.es;www.casonavadocondes.es;;;;16;-3.569211;41.640367;Si
40/000576;Hotel Rural;3ª - 3 Estrellas;EL SECRETO DEL CASTILLO;Calle DEL CASTILLO 22;40554;Segovia;Maderuelo;MADERUELO;MADERUELO;921556303;699029204;;elsecretodelcastillo@gmail.com;www.elsecretodelcastillo.com;;;;14;-3.5194444;41.4880556;Si
09/000576;Casa Rural;4ª - 4 Estrellas;LA DEHESA;Calle CRUZ CANTO - PARCELA 8123 (POL 506) S/N;9320;Burgos;Cogollos;COGOLLOS;*DISEMINADO*;947225350;;;ladehesacogollos@hotmail.com;;;;;16;-3.704377;42.2054;Si
09/000577;Casa Rural;4ª - 4 Estrellas;ALDEAS DE TREVIÑO;Calle Olma 4-6;9217;Burgos;Condado de Treviño;ARGOTE;ARGOTE;945360116;;;info@aldeasdetrevino.com;www.aldeasdetrevino.com;;;;15;-2.673611;42.702222;
40/000580;Hotel Rural;3ª - 3 Estrellas;TIRONTILLANA;Calle EN MEDIO 30;40230;Segovia;Cuéllar;DEHESA;DEHESA;921164463;656609467;;tirontillana@hotmail.com;www.tirontillana.es;;;;16;-4.236561;41.355197;Si
05/001117;Casa Rural;4ª - 4 Estrellas;EN CA LA ABUELA MARIA;Calle DE ABAJO 10;5691;Ávila;Solana de Ávila;TREMEDAL;TREMEDAL;666693313;;;;;;;;2;-5.620278;40.3525;
40/000582;Hotel Rural;3ª - 3 Estrellas;FEMUR;Cañada DE BUITRAGO 1;40353;Segovia;Hontalbilla;HONTALBILLA;HONTALBILLA;921123010;;;administracion@femur.es;www.femur.es;;;;48;-4.125453;41.349518;Si
05/001118;Casa Rural;4ª - 4 Estrellas;LAS PEGUERAS;Carretera DE VILLAREJO 6;5414;Ávila;Cuevas del Valle;CUEVAS DEL VALLE;CUEVAS DEL VALLE;665989955;;;laspeguerascasarural@gmail.com;www.laspegueras.com;;;;6;-5.00686;40.29335;
42/000441;Casa Rural;3ª - 3 Estrellas;CASA CELIA Y MARCOS;Calle CONSTITUCION 60;42146;Soria;Abejar;ABEJAR;ABEJAR;60987525;;;info@hotellabarrosa.com;www.casasruralesabejar.com;;;;12;-2.786911;41.807464;
47/000246;Hotel Rural;5ª - 5 Estrellas;CASA VALIMÓN;Carretera VA-203 KM. 8.800;47331;Valladolid;Santibáñez de Valcorba;SANTIBAÑEZ DE VALCORBA;SANTIBAÑEZ DE VALCORBA;983485027;667435502;;casavalimon@gmail.com;www.casavalimon.com;;;;30;-4.367794;41.557109;Si
05/001119;Casa Rural;3ª - 3 Estrellas;LAS CASAS DE AGAPITO 1;Avenida DE LA CONSTITUCION S/N;5492;Ávila;Poyales del Hoyo;POYALES DEL HOYO;POYALES DEL HOYO;609923493;920390191;;info@lascasasdeagapito.com;www.lascasasdeagapito.com;;;;4;-5.16;40.175833;Si
05/001120;Casa Rural;3ª - 3 Estrellas;LAS CASAS DE AGAPITO 2;Avenida DE LA CONSTITUCION S/N;5492;Ávila;Poyales del Hoyo;POYALES DEL HOYO;POYALES DEL HOYO;609923493;920390191;;info@lascasasdeagapito.com;www.lascasasdeagapito.com;;;;4;-5.16;40.175833;Si
05/001121;Casa Rural;3ª - 3 Estrellas;LAS CASAS DE AGAPITO 3;Avenida DE LA CONSTITUCION S/N;5492;Ávila;Poyales del Hoyo;POYALES DEL HOYO;POYALES DEL HOYO;609923493;920390191;;info@lascasasdeagapito.com;www.lascasasdeagapito.com;;;;4;-5.16;40.175833;Si
40/000584;Hotel Rural;3ª - 3 Estrellas;EL CAZ DEL MOLINO;Calle DEL CAZ 10;40514;Segovia;Ayllón;SALDAÑA DE AYLLON;SALDAÑA DE AYLLON;921555186;689030684;;ctrelcaz@telefonica.net;www.hotelruralelcazdelmolino.com;;;;13;-3.4242611;41.3845889;Si
05/001122;Casa Rural;3ª - 3 Estrellas;LAS CASAS DE AGAPITO 4;Avenida DE LA CONSTITUCION S/N;5492;Ávila;Poyales del Hoyo;POYALES DEL HOYO;POYALES DEL HOYO;609923493;920390191;;info@lascasasdeagapito.com;www.lascasasdeagapito.com;;;;4;-5.16;40.175833;Si
42/000442;Hotel Rural;4ª - 4 Estrellas;LA BARROSA;Calle ERAS DE LA HORCA;42146;Soria;Abejar;ABEJAR;ABEJAR;975373405;609137525;;info@hotellabarrosa.com;www.hotellabarrosa.com;;;;26;-2.464604;41.403175;Si
05/001123;Casa Rural;3ª - 3 Estrellas;LAS CASAS DE AGAPITO 5;Avenida DE LA CONSTITUCION S/N;5492;Ávila;Poyales del Hoyo;POYALES DEL HOYO;POYALES DEL HOYO;609923493;920390191;;info@lascasasdeagapito.com;www.lascasasdeagapito.com;;;;4;-5.16;40.175833;Si
05/001124;Casa Rural;3ª - 3 Estrellas;EL CUARTÓN;Calle PARAJE LA TIJERA S/N;5480;Ávila;Candeleda;CANDELEDA;CANDELEDA;660579907;;;miriamychemi@yahoo.es;;;;;12;-5.2166667;40.1686111;Si
37/000694;Casa Rural;3ª - 3 Estrellas;ALDEADUERO 303;Poblado SALTO  DE SAUCELLE SN;37257;Salamanca;Saucelle;SAUCELLE;SAUCELLE;923513175;638961929;;info@adeaduero.es;www.aldeaduero.es;;;;4;-6.804562;41.040151;Si
37/000695;Casa Rural;3ª - 3 Estrellas;ALDEADUERO 304;Poblado SALTO DE SAUCELLE SN;37257;Salamanca;Saucelle;SAUCELLE;SAUCELLE;923513175;638961929;;info@aldeaduero.es;www.aldeaduero.es;;;;4;-6.804735;41.040316;Si
34/000313;Casa Rural;4ª - 4 Estrellas;CORTIJO LAS MONJAS;Calle San Juan 3;34815;Palencia;Pomar de Valdivia;VILLAESCUSA DE LAS TORRES;VILLAESCUSA DE LAS TORRES;979122241;651984815;;elcortijodelamonjas@gmail.com;www.elcortijodelasmonjas.es;;;;10;-4.2519;42.7516;Si
37/000696;Casa Rural;3ª - 3 Estrellas;ALDEADUERO 401;Poblado SALTO DE SAUCELLE SN;37257;Salamanca;Saucelle;SAUCELLE;SAUCELLE;923513175;638961929;;info@aldeaduero.es;www.aldeaduero.com;;;;4;-6.805361;41.041266;Si
37/000697;Casa Rural;3ª - 3 Estrellas;ALDEADUERO 402;Poblado SALTO DE SAUCELLE SN;37257;Salamanca;Saucelle;SAUCELLE;SAUCELLE;923513175;638961929;;info@aldeaduero.com;www.aldeaduero.es;;;;4;-6.805051;41.041139;Si
37/000698;Casa Rural;3ª - 3 Estrellas;ALDEADUERO 403;Poblado SALTO DE SAUCELLE SN;37257;Salamanca;Saucelle;SAUCELLE;SAUCELLE;923513175;638961929;;info@aldeaduero.es;www.aldeaduero.com;;;;4;-6.805121;41.040937;Si
37/000699;Casa Rural;3ª - 3 Estrellas;ALDEADUERO 404;Poblado SALTO DE SAUCELLE SN;37257;Salamanca;Saucelle;SAUCELLE;SAUCELLE;923513175;638961929;;info@aldeaduero.es;www.aldeaduero.es;;;;4;-6.804765;41.041012;Si
37/000700;Casa Rural;3ª - 3 Estrellas;ALDEADUERO 501;Poblado SALTO DE SAUCELLE SN;37257;Salamanca;Saucelle;SAUCELLE;SAUCELLE;923513175;638961929;;info@aldeaduero.es;www.aldeaduero.es;;;;4;-6.804637;41.040847;Si
37/000701;Casa Rural;3ª - 3 Estrellas;ALDEADUERO 502;Poblado SALTO DE SAUCELLE SN;37257;Salamanca;Saucelle;SAUCELLE;SAUCELLE;923513175;638961929;923513096;info@aldeaduero.es;www.aldeaduero.es;;;;4;-6.804918;41.040732;
37/000702;Casa Rural;3ª - 3 Estrellas;ALDEADUERO 503;Poblado SALTO DE SAUCELLE SN;37257;Salamanca;Saucelle;SAUCELLE;SAUCELLE;923513175;;;info@aldeaduero.es;www.aldeaduero.com;;;;5;-6.804875;41.040618;Si
37/000703;Casa Rural;3ª - 3 Estrellas;ALDEADUERO 504;Poblado SALTO DE SAUCELLE SN;37257;Salamanca;Saucelle;SAUCELLE;SAUCELLE;923513175;638961929;;info@aldeaduero.es;www.aldeaduero.c;;;;5;-6.804309;41.042439;Si
37/000705;Casa Rural;3ª - 3 Estrellas;ALDEADUERO 301;Poblado SALTO DE SAUCELLE SN;37257;Salamanca;Saucelle;SAUCELLE;SAUCELLE;923513175;638961929;;info@aldeaduero.es;;;;;4;-6.804595;41.040007;Si
37/000706;Casa Rural;3ª - 3 Estrellas;ALDEADUERO 302;Poblado SALTO DE SAUCELLE SN;37257;Salamanca;Saucelle;SAUCELLE;SAUCELLE;923513175;638961929;;info@aldeaduero.es;www.aldeaduero.es;;;;4;-6.804763;41.040136;Si
37/000707;Casa Rural;3ª - 3 Estrellas;ALDEADUERO 200;Poblado SALTO DE SAUCELLE SN;37257;Salamanca;Saucelle;SAUCELLE;SAUCELLE;923513175;638961929;;info@aldeaduero.es;www.aldeaduero.es;;;;4;-6.804799;41.039773;Si
37/000708;Casa Rural;3ª - 3 Estrellas;ALDEADUERO 201;Poblado SALTO DE SAUCELLE SN;37257;Salamanca;Saucelle;SAUCELLE;SAUCELLE;92351317;638961929;;info@aldeaduero.es;www.aldeaduero.es;;;;3;-6.804987;41.039863;Si
37/000709;Casa Rural;3ª - 3 Estrellas;ALDEADUERO 202;Poblado SALTO DE SAUCELLE SN;37257;Salamanca;Saucelle;SAUCELLE;SAUCELLE;923513175;638961929;;info@aldeaduero.es;www.aldeaduero.es;;;;3;-6.804762;41.039892;Si
37/000710;Casa Rural;3ª - 3 Estrellas;ALDEADUERO 203;Poblado SALTO DE SAUCELLE SN;37257;Salamanca;Saucelle;SAUCELLE;SAUCELLE;923513175;638961929;;info@aldeaduero.es;www.aldeaduero.es;;;;6;-6.804892;41.039978;Si
37/000711;Casa Rural;3ª - 3 Estrellas;ALDEADUERO 204;Poblado SALTO DE SAUCELLE SN;37257;Salamanca;Saucelle;SAUCELLE;SAUCELLE;923513175;638961929;;info@aldeaduero.es;www.aldeaduero.es;;;;5;-6.804797;41.040136;Si
37/000712;Casa Rural;3ª - 3 Estrellas;ALDEADUERO 205;Poblado SALTO DE SAUCELLE SN;37257;Salamanca;Saucelle;SAUCELLE;SAUCELLE;923513175;638961929;;info@aldeaduero.es;www.ldeaduero.es;;;;5;-6.804445;41.040426;Si
37/000713;Casa Rural;3ª - 3 Estrellas;ALDEADUERO 101;Poblado SALTO DE SAUCELLE SN;37257;Salamanca;Saucelle;SAUCELLE;SAUCELLE;923513175;638961929;;info@aldeaduero.es;www.aldeaduero.es;;;;4;-6.804966;41.039546;Si
37/000714;Casa Rural;3ª - 3 Estrellas;ALDEADUERO 103;Poblado SALTO DE SAUCELLE SN;37257;Salamanca;Saucelle;SAUCELLE;SAUCELLE;923513175;638961929;;info@aldeaduero.es;www.aldeaduero.es;;;;4;-6.805137;41.039604;Si
37/000715;Casa Rural;3ª - 3 Estrellas;ALDEADUERO 104;Poblado SALTO DE SAUCELLE SN;37257;Salamanca;Saucelle;SAUCELLE;SAUCELLE;923513175;638961929;;info@aldeaduero.es;www.aldeaduero.es;;;;4;-6.80512;41.039744;Si
37/000716;Casa Rural;3ª - 3 Estrellas;ALDEADUERO 105;Poblado SALTO DE SAUCELLE SN;37257;Salamanca;Saucelle;SAUCELLE;SAUCELLE;923513175;638961929;;info@aldeaduero.es;www.aldeaduero.es;;;;4;-6.804879;41.039611;Si
05/001127;Casa Rural;3ª - 3 Estrellas;EL MOLINILLO DEL ADAJA;Camino ARMENTEROS (FINCA EL MIRADOR DEL ADAJA) KM. 2.5;5214;Ávila;Pajares de Adaja;PAJARES DE ADAJA;PAJARES DE ADAJA;649324058;920208506;;miradoradaja@gmail.com;;;;;2;-4.6658583;40.9028194;Si
05/001128;Casa Rural;3ª - 3 Estrellas;EL PINARILLO DEL ADAJA;Camino ARMENTEROS (FINCA EL MIRADOR DEL ADAJA) KM. 2.5;5214;Ávila;Pajares de Adaja;PAJARES DE ADAJA;PAJARES DE ADAJA;649324058;920208506;;miradoradaja@gmail.com;;;;;2;-4.6653306;40.9030222;Si
05/001129;Casa Rural;3ª - 3 Estrellas;EL YUNQUE DEL ADAJA;Camino ARMENTEROS (FINCA EL MIRADOR DEL ADAJA) KM. 2.5;5214;Ávila;Pajares de Adaja;PAJARES DE ADAJA;PAJARES DE ADAJA;649324058;920208506;;miradoradaja@gmail.com;;;;;2;-4.6656222;40.9032917;Si
05/001130;Casa Rural;3ª - 3 Estrellas;EL OBSERVATORIO DEL ADAJA;Camino ARMENTEROS (FINCA EL MIRADOR DEL ADAJA) KM. 2.5;5214;Ávila;Pajares de Adaja;PAJARES DE ADAJA;PAJARES DE ADAJA;649324058;920208506;;miradoradaja@gmail.com;;;;;2;-4.66515;40.9035667;Si
05/001131;Casa Rural;3ª - 3 Estrellas;LOS CUARTONES DEL ADAJA;Camino ARMENTEROS (FINCA EL MIRADOR DEL ADAJA) KM. 2.5;5214;Ávila;Pajares de Adaja;PAJARES DE ADAJA;PAJARES DE ADAJA;649324058;920208506;;miradoradaja@gmail.com;;;;;2;-4.6653972;40.9039556;Si
05/001132;Casa Rural;3ª - 3 Estrellas;LAS PIEDRAS DEL ADAJA;Camino ARMENTEROS (FINCA EL MIRADOR DEL ADAJA) KM. 2.5;5214;Ávila;Pajares de Adaja;PAJARES DE ADAJA;PAJARES DE ADAJA;649324058;920208506;;miradoradaja@gmail.com;;;;;2;-4.6651278;40.9042222;Si
49/000328;Hotel Rural;3ª - 3 Estrellas;CASA DEL CURA;Calle Barrio Medio 14;49357;Zamora;San Justo;ROZAS;ROZAS;630085740;;;casadelcura@casadelcura.net;www.casadelcura.net;;;;19;-6.62;42.1108333;Si
